,image_id,asymmetry,border,colour
495,ISIC_0002806,0.334,13191.578,519.0002405190323
496,ISIC_0002829,0.124,2055.376,674.0532370066379
497,ISIC_0002836,0.129,4733.756,673.1942732601821
498,ISIC_0002871,0.065,1714.23,972.8346399448765
499,ISIC_0002879,0.252,3204.451,1411.2919914886595
500,ISIC_0002885,0.115,3976.168,760.3639488188588
501,ISIC_0002948,0.133,2467.233,1331.3051903286623
502,ISIC_0002975,0.079,3174.776,1018.3308178062929
503,ISIC_0002976,0.177,2725.257,835.1287511207811
504,ISIC_0003005,0.207,3511.319,978.8820779016223
505,ISIC_0003051,0.091,2675.094,1063.5740535052307
506,ISIC_0003056,0.125,2748.357,1184.9381935874917
507,ISIC_0003174,0.124,639.219,908.1337143451273
508,ISIC_0003308,0.388,4080.452,379.54526621037763
509,ISIC_0003346,0.295,3439.284,546.8090017550782
510,ISIC_0003728,0.094,3438.973,228.07652552750358
511,ISIC_0004110,0.303,4027.241,1116.3336342675495
512,ISIC_0004115,0.501,14248.09,513.1159348459352
513,ISIC_0004166,0.131,6551.279,654.6171979951872
514,ISIC_0004168,0.136,1495.388,821.4614769345334
515,ISIC_0004309,0.12,1545.031,749.6078604374655
516,ISIC_0004346,0.121,1146.17,546.132825205637
517,ISIC_0004715,0.082,1176.374,687.69637689068
518,ISIC_0004985,0.28,2541.926,499.69657257313617
519,ISIC_0005000,0.065,3201.352,667.6160159640441
520,ISIC_0005187,0.201,3739.525,1040.0676448607132
521,ISIC_0005548,0.323,7261.893,619.8029030494004
522,ISIC_0005555,0.16,2130.047,792.4415695554458
523,ISIC_0005620,0.172,1591.334,871.0588316597442
524,ISIC_0005639,0.184,4572.132,650.8486333932951
525,ISIC_0005666,0.321,2600.823,469.97567083893136
526,ISIC_0005787,0.115,1275.095,455.902238599422
527,ISIC_0006021,0.407,7083.689,440.384028970079
528,ISIC_0006114,0.177,3941.731,1292.2623433183737
529,ISIC_0006193,0.084,1638.458,758.9676605946825
530,ISIC_0006326,0.244,1662.456,1052.4880443652712
531,ISIC_0006350,0.22,6905.262,609.356279381645
532,ISIC_0006612,0.093,1901.237,601.2705148569061
533,ISIC_0006711,0.254,2044.178,1675.8000975949526
534,ISIC_0006776,0.089,990.969,627.9068768566245
535,ISIC_0006795,0.171,2303.169,440.085064378268
536,ISIC_0006800,0.1,2427.678,631.1057229452073
537,ISIC_0006940,0.075,3372.999,491.92697196565086
538,ISIC_0006982,0.276,8992.448,401.2309259814095
539,ISIC_0007038,0.144,1853.08,603.6663815700952
540,ISIC_0007087,0.316,8434.244,811.7066753966943
541,ISIC_0007322,0.221,7752.428,720.5411953152158
542,ISIC_0007475,0.074,2671.56,443.1736272626938
543,ISIC_0007557,0.257,6244.843,688.1819389039598
544,ISIC_0007693,0.339,4561.488,894.0865170414287
545,ISIC_0007760,0.101,2288.58,413.37833705469
546,ISIC_0008029,0.247,3762.475,932.6100215063294
547,ISIC_0008116,0.302,1567.846,454.7517985452267
548,ISIC_0008145,0.319,5882.345,908.2012250086876
549,ISIC_0008207,0.301,5612.205,764.3907697566198
550,ISIC_0008236,0.202,5329.046,466.07207024501434
551,ISIC_0008256,0.376,4437.315,694.8406205195912
552,ISIC_0008280,0.093,1359.443,841.1630770619116
553,ISIC_0008294,0.37,1631.959,668.4185248648647
554,ISIC_0008347,0.176,1381.81,590.6398365792653
555,ISIC_0008396,0.088,1958.739,766.8396750269111
556,ISIC_0008403,0.089,2338.097,447.3698206957981
557,ISIC_0008406,0.308,5204.861,990.6381065791611
558,ISIC_0008507,0.198,4956.239,1039.4029447329544
559,ISIC_0008528,0.305,8125.368,576.2358586933427
560,ISIC_0008541,0.12,2884.85,765.2629805392153
561,ISIC_0008552,0.187,1957.813,660.8467607950005
562,ISIC_0008600,0.222,9355.993,673.9286144698343
563,ISIC_0008626,0.223,17875.236,864.3895130999554
564,ISIC_0008659,0.138,2748.055,730.2597165794035
565,ISIC_0008785,0.082,3094.155,536.2698713952356
566,ISIC_0008807,0.116,2992.689,853.4204021307742
567,ISIC_0008879,0.086,2427.053,1008.9550162698694
568,ISIC_0008992,0.192,2347.593,789.8013489897712
569,ISIC_0008993,0.199,1091.71,751.8079156353015
570,ISIC_0008998,0.188,65874.93,693.8341901094258
571,ISIC_0009035,0.051,5362.023,412.0670888034189
572,ISIC_0009078,0.103,2788.239,1395.7898256211681
573,ISIC_0009083,0.43,7752.261,490.8222810299047
574,ISIC_0009160,0.148,1412.065,781.8148630784532
575,ISIC_0009165,0.096,4394.494,1094.866039081037
576,ISIC_0009188,0.326,4152.61,667.0369777135198
577,ISIC_0009252,0.115,4294.137,1936.7674121742577
578,ISIC_0009297,0.062,931.044,820.2733913736269
579,ISIC_0009298,0.081,2716.971,729.7526778508781
580,ISIC_0009344,0.361,7680.054,793.1123343356979
581,ISIC_0009430,0.241,4469.898,726.114400874043
582,ISIC_0009504,0.261,3208.604,679.1689815042587
583,ISIC_0009533,0.221,6097.5,664.4220511091047
584,ISIC_0009564,0.121,2897.705,819.7011925435014
585,ISIC_0009583,0.464,7507.872,681.7637850039051
586,ISIC_0009599,0.382,7706.103,500.29976594005643
587,ISIC_0009758,0.287,4485.768,441.20519220554917
588,ISIC_0009860,0.214,6849.269,1034.9174775346164
589,ISIC_0009868,0.255,860.67,1787.3985881025053
590,ISIC_0009869,0.125,209.47,1613.521860487638
591,ISIC_0009870,0.118,84.394,1773.7491998512126
592,ISIC_0009871,0.239,1320.68,964.154379179204
593,ISIC_0009872,0.123,59.735,1556.2520627959364
594,ISIC_0009873,0.353,2959.867,984.3726895182493
595,ISIC_0009874,0.233,532.056,3546.320407702837
596,ISIC_0009875,0.392,4283.355,1993.5331532953371
597,ISIC_0009877,0.084,1364.342,1953.0703364964581
598,ISIC_0009879,0.354,2130.132,813.6711482853444
599,ISIC_0009880,0.142,934.668,3212.5584456810284
600,ISIC_0009881,0.165,932.874,1465.1878153878606
601,ISIC_0009882,0.137,799.258,1567.6504573350906
602,ISIC_0009883,0.187,2037.944,1722.412891324015
603,ISIC_0009884,0.139,720.029,1286.1144188322942
604,ISIC_0009885,0.098,616.453,2229.045776996061
605,ISIC_0009888,0.341,1008.291,1797.4919578079835
606,ISIC_0009889,0.199,915.169,2001.8275543683494
607,ISIC_0009891,0.311,1127.408,903.4000341659571
608,ISIC_0009895,0.182,823.05,1856.7343984306824
609,ISIC_0009896,0.58,7499.093,2387.5027254260244
610,ISIC_0009897,0.195,4010.419,1508.811398047733
611,ISIC_0009898,0.334,1079.814,2677.349433234807
612,ISIC_0009899,0.381,2719.506,695.5694428196903
613,ISIC_0009901,0.123,1873.766,1512.2741140338092
614,ISIC_0009902,0.086,627.207,1344.6828178607484
615,ISIC_0009905,0.206,2609.045,2352.5272600632607
616,ISIC_0009906,0.116,1655.084,583.4243861217723
617,ISIC_0009909,0.183,590.097,919.6356542213911
618,ISIC_0009910,0.08,2527.464,3030.660816536465
619,ISIC_0009911,0.051,356.02,3430.5634019821787
620,ISIC_0009912,0.088,153.787,1479.6858898843586
621,ISIC_0009914,0.489,2521.608,1636.436574384581
622,ISIC_0009915,0.287,1820.399,1885.288750155427
623,ISIC_0009917,0.245,416.8,929.9767870011492
624,ISIC_0009918,0.167,2567.148,1484.6799990158722
625,ISIC_0009919,0.204,886.237,2177.032152918984
626,ISIC_0009920,0.166,1276.626,1357.5361149355992
627,ISIC_0009921,0.143,2265.636,1581.904006379049
628,ISIC_0009923,0.199,2319.97,1432.3172860258803
629,ISIC_0009925,0.139,1256.847,1684.1579729477126
630,ISIC_0009929,0.234,106.258,2601.9244967048503
631,ISIC_0009930,0.112,78.335,2318.388066846754
632,ISIC_0009931,0.171,1293.852,1390.9354495363475
633,ISIC_0009932,0.227,1830.777,1480.6553620513678
634,ISIC_0009933,0.091,716.059,2571.5332433963126
635,ISIC_0009935,0.156,471.426,1370.4029223478244
636,ISIC_0009936,0.099,135.829,1440.9433601090398
637,ISIC_0009937,0.439,668.169,1513.8717854200142
638,ISIC_0009938,0.138,847.619,974.1746796752973
639,ISIC_0009939,0.167,969.275,870.4228105094753
640,ISIC_0009940,0.219,5684.554,941.9054960951336
641,ISIC_0009941,0.169,1044.063,1289.6674307253027
642,ISIC_0009942,0.049,402.702,1013.9768501210189
643,ISIC_0009943,0.287,534.446,1587.5656233489487
644,ISIC_0009945,0.158,380.806,1004.5540762115515
645,ISIC_0009946,0.123,618.717,1400.045007460215
646,ISIC_0009947,0.21,344.607,1380.4640048203653
647,ISIC_0009949,0.119,1029.295,3338.1567074543314
648,ISIC_0009950,0.052,1079.185,1718.864536800048
649,ISIC_0009951,0.115,823.491,675.702064648468
650,ISIC_0009953,0.223,2410.867,1837.8563179347345
651,ISIC_0009954,0.176,758.387,2391.9698558122022
652,ISIC_0009955,0.298,1831.239,2346.38458726299
653,ISIC_0009956,0.087,1225.924,1302.6393021833937
654,ISIC_0009958,0.13,449.899,1995.5028248313283
655,ISIC_0009960,0.225,283.781,2970.099910583807
656,ISIC_0009961,0.055,970.658,869.3321889012738
657,ISIC_0009962,0.49,4384.192,2913.978826766905
658,ISIC_0009963,0.241,1029.674,1338.955975943245
659,ISIC_0009964,0.184,579.027,1750.8654623143186
660,ISIC_0009965,0.259,2848.281,895.0701861064534
661,ISIC_0009966,0.106,960.042,1326.1901139270842
662,ISIC_0009967,0.104,727.598,856.9240836682803
663,ISIC_0009968,0.144,2203.4,734.0135580567744
664,ISIC_0009969,0.147,1911.104,1541.5360306413693
665,ISIC_0009971,0.186,246.349,2630.7419166655977
666,ISIC_0009972,0.085,260.86,1985.4872284282021
667,ISIC_0009973,0.121,1315.406,1570.0917527414413
668,ISIC_0009974,0.076,1781.214,2142.165972353723
669,ISIC_0009975,0.198,1039.327,3102.84921389705
670,ISIC_0009976,0.147,301.951,2230.7686103333185
671,ISIC_0009977,0.055,496.883,1240.8000871615511
672,ISIC_0009979,0.19,451.605,3344.4875252450424
673,ISIC_0009981,0.15,302.185,1582.3844142141497
674,ISIC_0009982,0.081,168.84,2063.237848067662
675,ISIC_0009987,0.292,851.356,2807.6201449092277
676,ISIC_0009991,0.234,1900.819,1532.334719510776
677,ISIC_0009993,0.216,2160.024,2185.653451306123
678,ISIC_0009994,0.479,2868.172,875.2790689486155
679,ISIC_0009998,0.048,652.057,3675.70834345889
680,ISIC_0010000,0.239,4869.995,849.0836237488192
681,ISIC_0010002,0.276,1270.281,497.16664099537644
682,ISIC_0010003,0.177,179.775,2034.1072859051474
683,ISIC_0010005,0.267,2039.047,1985.436498876484
684,ISIC_0010006,0.242,1205.589,1956.7594667506485
685,ISIC_0010011,0.246,1047.535,1139.143346288149
686,ISIC_0010013,0.056,524.115,3713.13312730193
687,ISIC_0010014,0.173,973.472,4458.003592291952
688,ISIC_0010015,0.165,4480.985,850.6454968223667
689,ISIC_0010016,0.302,494.518,2708.1428620315965
690,ISIC_0010017,0.164,1121.46,1920.9020880605146
691,ISIC_0010018,0.148,446.69,2546.564913407851
692,ISIC_0010019,0.235,3219.633,1200.1880450994006
693,ISIC_0010020,0.141,3060.38,1124.793611515045
694,ISIC_0010021,0.181,1640.612,2490.8333636781485
695,ISIC_0010022,0.1,943.027,1712.5244568359187
696,ISIC_0010024,0.216,608.617,1966.4827523708593
697,ISIC_0010025,0.23,714.831,1881.9318461182356
698,ISIC_0010028,0.122,636.69,1347.2221106765217
699,ISIC_0010029,0.448,4654.869,1356.0272749936562
700,ISIC_0010032,0.147,1231.446,1431.291672706827
701,ISIC_0010034,0.146,1366.001,1000.6030618922159
702,ISIC_0010036,0.207,4349.526,677.1867671872631
703,ISIC_0010040,0.297,1170.612,1814.0733109749965
704,ISIC_0010042,0.175,704.347,1029.287012837889
705,ISIC_0010043,0.229,938.903,1356.811149259607
706,ISIC_0010044,0.033,350.569,903.1138532422019
707,ISIC_0010046,0.421,1367.991,1037.4730149041532
708,ISIC_0010047,0.462,2880.398,737.1695719666072
709,ISIC_0010051,0.113,875.419,456.2641141046852
710,ISIC_0010053,0.119,297.883,1712.2533753587293
711,ISIC_0010054,0.388,1839.422,866.2526526290509
712,ISIC_0010055,0.093,1417.636,1459.2029357899385
713,ISIC_0010057,0.153,819.912,539.3409350948888
714,ISIC_0010058,0.207,1217.732,955.1202387492158
715,ISIC_0010059,0.175,506.748,1311.9178835671644
716,ISIC_0010060,0.257,251.245,1119.9139285657975
717,ISIC_0010061,0.192,683.012,2557.932292617938
718,ISIC_0010062,0.09,1419.067,939.6420101481164
719,ISIC_0010063,0.115,312.457,1024.5071172633664
720,ISIC_0010064,0.206,1193.786,1704.246804432628
721,ISIC_0010066,0.297,2280.487,1361.901006589526
722,ISIC_0010067,0.204,1291.234,2195.7654766397904
723,ISIC_0010069,0.222,341.298,1792.4922600916873
724,ISIC_0010070,0.227,895.843,3866.2475238766583
725,ISIC_0010074,0.197,903.296,1383.0472950113929
726,ISIC_0010075,0.155,1177.839,1069.3244856237234
727,ISIC_0010077,0.078,519.794,1024.5424576880393
728,ISIC_0010078,0.204,2408.852,2406.21206971299
729,ISIC_0010080,0.152,1351.742,1174.5682860075622
730,ISIC_0010081,0.162,292.143,1096.2175369374063
731,ISIC_0010086,0.321,2386.946,2246.0657415783007
732,ISIC_0010087,0.241,233.185,2535.4369677454993
733,ISIC_0010088,0.143,318.955,2065.545075524942
734,ISIC_0010089,0.178,246.32,1489.0604690763437
735,ISIC_0010090,0.155,259.596,2100.2523732827103
736,ISIC_0010092,0.1,689.784,1453.2687630081655
737,ISIC_0010093,0.298,1010.288,774.3093475008556
738,ISIC_0010094,0.213,1124.477,1612.871215875058
739,ISIC_0010100,0.23,1897.186,1764.8840010062393
740,ISIC_0010102,0.188,1186.84,1612.7857666878488
741,ISIC_0010104,0.175,565.076,2738.5692855344914
742,ISIC_0010105,0.101,473.593,2789.613709423335
743,ISIC_0010168,0.136,1723.192,2122.7547302872804
744,ISIC_0010170,0.264,1010.269,2149.481140904393
745,ISIC_0010171,0.148,2381.595,762.6218170637259
746,ISIC_0010173,0.057,351.5,1155.6452867356113
747,ISIC_0010174,0.159,1555.393,1310.9793923402408
748,ISIC_0010176,0.128,405.369,1819.689919007177
749,ISIC_0010177,0.179,254.573,2883.5004407071806
750,ISIC_0010178,0.164,684.592,1452.4274789769963
751,ISIC_0010180,0.156,757.411,1231.8456286117732
752,ISIC_0010182,0.237,251.324,2148.8906641982717
753,ISIC_0010184,0.391,3989.032,2205.755790904323
754,ISIC_0010185,0.193,666.264,1305.5326689482272
755,ISIC_0010186,0.281,1409.708,1017.856823955346
756,ISIC_0010187,0.18,3406.905,1488.78409121222
757,ISIC_0010191,0.477,4884.049,1352.1973240341006
758,ISIC_0010192,0.12,652.477,2096.9263111313717
759,ISIC_0010193,0.186,1396.081,865.4882127468405
760,ISIC_0010194,0.156,587.082,1597.9229113677738
761,ISIC_0010201,0.166,2702.963,1272.93495393558
762,ISIC_0010202,0.245,801.613,707.9635110349385
763,ISIC_0010205,0.115,414.818,2478.610528420832
764,ISIC_0010206,0.188,366.557,2693.71903870942
765,ISIC_0010207,0.197,400.587,1517.958099694444
766,ISIC_0010212,0.223,2845.52,1066.2914830270558
767,ISIC_0010213,0.134,677.77,1922.5849686584454
768,ISIC_0010215,0.217,826.591,1158.1654776354835
769,ISIC_0010216,0.09,392.13,2147.145002728411
770,ISIC_0010219,0.122,510.125,730.7162817679801
771,ISIC_0010220,0.146,395.199,2510.32015791028
772,ISIC_0010222,0.183,1014.111,906.1087074425653
773,ISIC_0010225,0.149,915.742,1049.627291842862
774,ISIC_0010227,0.264,811.882,1568.3571988032763
775,ISIC_0010229,0.078,1133.679,1198.317925506852
776,ISIC_0010231,0.257,5320.561,1105.3373900998124
777,ISIC_0010233,0.111,1181.413,681.6238155973471
778,ISIC_0010234,0.099,231.535,3885.555774134698
779,ISIC_0010236,0.48,820.061,2206.866021279195
780,ISIC_0010237,0.166,164.205,2580.9698065009175
781,ISIC_0010240,0.271,3414.678,1125.95346072537
782,ISIC_0010241,0.14,1496.208,967.324332622882
783,ISIC_0010244,0.132,121.58,2195.5269506462487
784,ISIC_0010246,0.309,1572.261,983.4886938390815
785,ISIC_0010247,0.222,3561.52,2407.4439298221655
786,ISIC_0010248,0.043,853.835,756.8959680419679
787,ISIC_0010249,0.105,2244.806,1462.4452797291779
788,ISIC_0010251,0.141,109.018,1555.1934076330374
789,ISIC_0010254,0.082,103.263,1680.196945129231
790,ISIC_0010255,0.123,102.939,1461.7609013314197
791,ISIC_0010256,0.114,136.748,1281.494323646263
792,ISIC_0010257,0.069,358.143,618.0583951673997
793,ISIC_0010261,0.262,2792.95,1500.5665667177807
794,ISIC_0010262,0.124,1086.856,1741.011715910152
795,ISIC_0010264,0.054,1976.814,883.9294303461355
796,ISIC_0010265,0.246,2209.58,1425.6304464382993
797,ISIC_0010267,0.224,2697.759,1091.9531567516017
798,ISIC_0010317,0.128,345.419,980.0303271379116
799,ISIC_0010318,0.223,1427.781,1363.6914395808042
800,ISIC_0010320,0.176,2163.701,1261.0699983051056
801,ISIC_0010326,0.291,2199.578,907.0368457517724
802,ISIC_0010327,0.132,392.9,1431.110815317494
803,ISIC_0010329,0.188,622.994,1609.2171354603897
804,ISIC_0010330,0.249,6588.182,794.718181364491
805,ISIC_0010332,0.275,2415.693,1396.4372949601702
806,ISIC_0010333,0.292,1530.761,2696.771082514117
807,ISIC_0010334,0.172,6494.258,1670.5489704389845
808,ISIC_0010336,0.159,1392.01,2389.16594341125
809,ISIC_0010337,0.161,1219.474,2344.805936074606
810,ISIC_0010339,0.258,973.645,2963.3472883545733
811,ISIC_0010340,0.473,6834.348,900.5610137977865
812,ISIC_0010341,0.313,591.825,3804.4742569482246
813,ISIC_0010342,0.199,1835.256,2208.1979492309033
814,ISIC_0010344,0.298,1614.338,1707.9979572799812
815,ISIC_0010346,0.04,981.555,1725.9210216394358
816,ISIC_0010348,0.238,759.8,1099.909189619823
817,ISIC_0010350,0.093,2101.742,1666.1756730837835
818,ISIC_0010351,0.204,447.385,1013.5873003380317
819,ISIC_0010356,0.076,213.272,1395.4877369113153
820,ISIC_0010357,0.186,398.171,1327.4389725298088
821,ISIC_0010358,0.071,480.371,2050.3252803855576
822,ISIC_0010360,0.226,1257.085,1388.1598656643819
823,ISIC_0010362,0.288,284.927,3161.6000251955525
824,ISIC_0010364,0.372,1324.965,1152.735257133523
825,ISIC_0010365,0.349,2975.574,1989.0214285551244
826,ISIC_0010367,0.15,441.658,2259.8228751682122
827,ISIC_0010368,0.372,1374.884,1325.6640021809596
828,ISIC_0010370,0.104,1267.898,1091.2803519389417
829,ISIC_0010371,0.273,2025.487,1414.3952737432949
830,ISIC_0010372,0.159,2366.003,900.8238091806767
831,ISIC_0010374,0.134,2256.337,1127.1822778598714
832,ISIC_0010379,0.169,1243.157,853.0585367605566
833,ISIC_0010382,0.121,474.532,663.8391245241664
834,ISIC_0010435,0.441,1741.216,1538.6723329702056
835,ISIC_0010441,0.068,196.886,710.6217035297896
836,ISIC_0010442,0.071,2354.267,922.8123499200291
837,ISIC_0010443,0.186,563.75,1443.7639250110049
838,ISIC_0010444,0.303,296.314,1494.9214507191411
839,ISIC_0010447,0.22,1167.056,508.7264745460362
840,ISIC_0010448,0.1,861.046,429.28089933388475
841,ISIC_0010449,0.192,1419.11,715.1183682217244
842,ISIC_0010452,0.123,1198.617,1723.241396019469
843,ISIC_0010455,0.395,2544.411,1542.5855810823716
844,ISIC_0010456,0.13,144.427,2217.1917921661075
845,ISIC_0010458,0.239,611.361,773.3926187853077
846,ISIC_0010460,0.083,1465.513,526.5483253378668
847,ISIC_0010461,0.257,936.551,1700.9464926074527
848,ISIC_0010463,0.324,2384.784,1447.974573826953
849,ISIC_0010465,0.379,2032.205,1890.8707045380877
850,ISIC_0010466,0.129,1021.127,1390.332390557026
851,ISIC_0010467,0.167,481.82,1855.4342496623738
852,ISIC_0010468,0.109,1809.386,1269.8000356651316
853,ISIC_0010471,0.105,131.682,2165.6616220304945
854,ISIC_0010472,0.186,394.876,2234.0538590906767
855,ISIC_0010473,0.431,10962.798,1057.1548414624633
856,ISIC_0010474,0.391,516.779,2313.417538031705
857,ISIC_0010475,0.203,1846.217,1086.4988998110573
858,ISIC_0010476,0.137,1004.931,1134.8232168598101
859,ISIC_0010477,0.192,834.384,760.6368631294195
860,ISIC_0010479,0.231,1660.221,820.94665745232
861,ISIC_0010480,0.095,1383.047,2357.7821198728084
862,ISIC_0010481,0.139,417.516,1350.691893762214
863,ISIC_0010483,0.217,808.075,2273.4083773526645
864,ISIC_0010487,0.174,1029.636,1749.7313594250481
865,ISIC_0010488,0.1,1328.419,718.2905786228165
866,ISIC_0010490,0.11,1026.206,937.8938753512999
867,ISIC_0010492,0.151,1193.058,1226.9575816737126
868,ISIC_0010493,0.155,2305.074,1657.8103918728093
869,ISIC_0010494,0.262,1401.732,2626.2670530092405
870,ISIC_0010497,0.119,686.481,863.0515432323951
871,ISIC_0010498,0.093,602.917,2490.669645787238
872,ISIC_0010552,0.201,2707.721,963.1734004467177
873,ISIC_0010553,0.238,732.871,2050.984467736974
874,ISIC_0010554,0.335,2283.835,2538.565013266409
875,ISIC_0010557,0.149,806.479,1177.495393422733
876,ISIC_0010558,0.188,3391.346,1050.5771574198125
877,ISIC_0010562,0.079,371.339,1747.8499153140356
878,ISIC_0010565,0.068,628.414,857.6456415837283
879,ISIC_0010566,0.106,458.395,2139.8311202444015
880,ISIC_0010567,0.107,1305.664,1781.593804670545
881,ISIC_0010568,0.176,3123.982,1293.7161874354179
882,ISIC_0010569,0.188,137.518,1842.9135356383504
883,ISIC_0010570,0.436,5062.072,2442.790467077133
884,ISIC_0010571,0.075,1292.509,1246.321521295909
885,ISIC_0010573,0.242,1620.805,1287.4873358104085
886,ISIC_0010574,0.124,365.457,1378.6847505678588
887,ISIC_0010575,0.117,733.128,1350.290915868592
888,ISIC_0010581,0.294,2166.447,733.5588929996148
889,ISIC_0010582,0.179,1270.258,1525.6800674200356
890,ISIC_0010584,0.208,225.239,844.5259881048513
891,ISIC_0010585,0.099,161.986,2141.2604394667696
892,ISIC_0010586,0.316,467.647,1816.9082772056927
893,ISIC_0010587,0.287,659.692,1887.3906637054035
894,ISIC_0010588,0.12,289.248,1155.7658206532933
895,ISIC_0010589,0.155,1456.839,1518.8978633889503
896,ISIC_0010590,0.197,304.932,1795.5385335402134
897,ISIC_0010591,0.194,1930.881,1192.523912658535
898,ISIC_0010592,0.206,140.602,2539.1150462319083
899,ISIC_0010593,0.106,313.898,3006.0635043149346
900,ISIC_0010595,0.139,2060.936,1738.208362357181
901,ISIC_0010596,0.206,2121.813,1459.1981992892972
902,ISIC_0010597,0.177,1856.468,1378.8493952020888
903,ISIC_0010598,0.066,304.717,1832.7957181953286
904,ISIC_0010599,0.212,6231.155,937.9802998818981
905,ISIC_0010602,0.202,2271.835,708.1927553290061
906,ISIC_0010603,0.476,3324.393,1039.4380428359843
907,ISIC_0010606,0.117,1503.28,2305.9182156964066
908,ISIC_0010607,0.163,365.881,1600.1387103621737
909,ISIC_0010844,0.156,851.899,1393.0677889557726
910,ISIC_0010846,0.086,1779.42,585.5653263860764
911,ISIC_0010847,0.188,1269.015,2052.4273700327835
912,ISIC_0010848,0.15,366.516,1194.0099253713518
913,ISIC_0010850,0.071,250.996,1477.852904938949
914,ISIC_0010851,0.404,2665.72,3474.836105579814
915,ISIC_0010852,0.161,305.999,2110.5700412302153
916,ISIC_0010853,0.253,539.583,2037.157210317402
917,ISIC_0010854,0.213,374.387,1008.5917667855098
918,ISIC_0010856,0.147,3132.546,1707.6214135427424
919,ISIC_0010857,0.063,767.106,540.1844224759049
920,ISIC_0010858,0.077,929.18,854.1400102113057
921,ISIC_0010860,0.236,1433.362,1216.9527131631905
922,ISIC_0010861,0.168,288.906,1223.53230227787
923,ISIC_0010862,0.058,395.119,4211.913668511581
924,ISIC_0010863,0.195,4649.06,852.1629692470929
925,ISIC_0010864,0.328,1847.027,2014.8199381165953
926,ISIC_0011079,0.411,3175.227,1865.440635178389
927,ISIC_0011082,0.257,88.571,2158.862608747372
928,ISIC_0011083,0.087,201.6,1679.4690891906248
929,ISIC_0011085,0.192,328.573,2750.237655542553
930,ISIC_0011088,0.287,1037.974,743.282203609751
931,ISIC_0011089,0.118,544.805,1089.9210920009498
932,ISIC_0011090,0.127,1023.106,824.1111137360798
933,ISIC_0011095,0.297,1468.9,2183.4362647003027
934,ISIC_0011097,0.195,738.76,1533.8603813311463
935,ISIC_0011098,0.352,585.699,2082.984813379604
936,ISIC_0011099,0.468,4282.891,1271.858919792133
937,ISIC_0011101,0.064,586.674,2374.043457024253
938,ISIC_0011102,0.105,1125.763,1134.653062061487
939,ISIC_0011107,0.075,1067.12,2336.657793916516
940,ISIC_0011110,0.188,457.601,2182.8655004203997
941,ISIC_0011112,0.113,911.984,2071.413318152893
942,ISIC_0011114,0.135,180.107,1422.384481162114
943,ISIC_0011115,0.112,107.285,1514.9288500567002
944,ISIC_0011117,0.223,1294.454,469.7217396006642
945,ISIC_0011118,0.192,1546.013,816.933864761463
946,ISIC_0011119,0.194,663.375,1863.9189582812062
947,ISIC_0011121,0.116,167.462,1408.1117978912796
948,ISIC_0011123,0.155,1413.735,1401.3308275800919
949,ISIC_0011124,0.156,2686.057,1169.2581643284186
950,ISIC_0011126,0.323,4258.548,2573.952493401048
951,ISIC_0011127,0.18,986.664,2894.875088310502
952,ISIC_0011130,0.312,1530.149,1101.2202428307685
953,ISIC_0011131,0.233,1654.579,2467.3474698097784
954,ISIC_0011132,0.101,936.71,1023.569278971724
955,ISIC_0011135,0.214,2107.869,1023.9955109613969
956,ISIC_0011136,0.173,885.352,1047.0410451897776
957,ISIC_0011137,0.302,2660.45,1129.9049904397427
958,ISIC_0011140,0.188,997.266,1189.07280762533
959,ISIC_0011143,0.16,86.3,3021.7539690284198
960,ISIC_0011144,0.269,1260.963,2914.1182866595886
961,ISIC_0011145,0.071,897.053,845.238597353783
962,ISIC_0011146,0.152,535.334,1361.2033032647191
963,ISIC_0011155,0.196,2006.474,1013.3442984875819
964,ISIC_0011157,0.118,751.252,2111.5694462006772
965,ISIC_0011158,0.088,2324.557,1272.6518561478747
966,ISIC_0011159,0.193,1254.342,1304.0025404237101
967,ISIC_0011161,0.116,1006.646,1482.1307793269182
968,ISIC_0011162,0.201,1973.826,1468.5447322388352
969,ISIC_0011163,0.3,512.72,2929.714747272206
970,ISIC_0011164,0.197,733.884,2408.410072305141
971,ISIC_0011165,0.03,987.821,1354.374598769333
972,ISIC_0011166,0.212,1465.201,1813.1445294839693
973,ISIC_0011167,0.143,711.485,569.5593161602914
974,ISIC_0011168,0.179,238.383,1433.1795753426538
975,ISIC_0011169,0.425,1976.31,2499.6505335197376
976,ISIC_0011170,0.129,975.661,2559.5290275901184
977,ISIC_0011171,0.261,633.606,2548.119796651247
978,ISIC_0011173,0.224,204.854,1488.149976500152
979,ISIC_0011176,0.174,1233.949,2268.642612721096
980,ISIC_0011177,0.099,2061.486,1864.7594871503836
981,ISIC_0011199,0.113,393.595,1261.4220950558154
982,ISIC_0011203,0.083,1091.843,1408.213312832774
983,ISIC_0011204,0.1,493.778,1161.6278387845957
984,ISIC_0011205,0.083,281.413,2614.061565956992
985,ISIC_0011207,0.133,241.824,1777.2718939137048
986,ISIC_0011208,0.256,919.956,1037.0724788643645
987,ISIC_0011210,0.125,239.22,1756.386375434511
988,ISIC_0011211,0.173,1962.501,956.2916847894285
989,ISIC_0011212,0.199,3278.049,1444.7057688881487
990,ISIC_0011213,0.116,163.861,1903.7857049935858
991,ISIC_0011214,0.307,3212.428,1377.1910497862862
992,ISIC_0011215,0.142,367.787,3403.3046768735244
993,ISIC_0011217,0.078,350.955,2205.9875122557087
